id,SKU,Descripcion,PrecioLista,Precio Distribuidor,idProveedor,Activo,Fotografia,Especificacion,Video,Status,Unidad, Moneda,Categorizacion
 ,E-83-S,MON REG O TINA SDESV MAGNA DX S, ,3115.0,,,http://portal.helvex.com.mx/images/productos/E-83-S.jpg,,,,ST,MXN,
 ,E-83-SD,MON P REG O TINA CDESV MAGNA SD, ,3116.0,,,http://portal.helvex.com.mx/images/productos/E-83-SD.jpg,,,,ST,MXN,
 ,E-84,MON REG Y TINA CDESV MAGNA DX CR, ,3211.0,,,http://portal.helvex.com.mx/images/productos/E-84.jpg,,,,ST,MXN,
 ,E-84-ND,MONOMANDO REG Y TINA MAGNA DX CDESV ND, ,3700.0,,,http://portal.helvex.com.mx/images/productos/E-84-ND.jpg,,,,ST,MXN,
 ,E-84-S,MON REG Y TINA CDESV MAGNA DX S, ,3700.0,,,http://portal.helvex.com.mx/images/productos/E-84-S.jpg,,,,ST,MXN,
 ,E-900,MON LAV DESAUT NOVUS CR, ,2764.0,,,http://portal.helvex.com.mx/images/productos/E-900.jpg,,,,ST,MXN,
 ,E-903-AAI,MON LAV DESAUT ARSSEN AAI, ,3377.0,,,http://portal.helvex.com.mx/images/productos/E-903-AAI.jpg,,,,ST,MXN,
 ,E-903-AAI-CE,MON LAV ARSSEN CCARTUCH ECOL DESAUT AAI, ,3377.0,,,http://portal.helvex.com.mx/images/productos/E-903-AAI-CE.jpg,,,,ST,MXN,
 ,E-903-S/C-AI,MON LAV SCTRA INNOVEX AI, ,3178.0,,,http://portal.helvex.com.mx/images/productos/E-903-S/C-AI.jpg,,,,ST,MXN,
 ,E-904-SD,MON LAV DESAUT MIURA SD, ,4680.0,,,http://portal.helvex.com.mx/images/productos/E-904-SD.jpg,,,,ST,MXN,
 ,E-905,MON LAV DESAUT VERTIKA CR, ,4366.0,,,http://portal.helvex.com.mx/images/productos/E-905.jpg,,,,ST,MXN,
 ,E-905-S,MON LAV DESAUT VERTIKA S, ,4806.0,,,http://portal.helvex.com.mx/images/productos/E-905-S.jpg,,,,ST,MXN,
 ,E-907,MON LAV CONTRA REJILLA EXPLORA CR, ,2487.0,,,http://portal.helvex.com.mx/images/productos/E-907.jpg,,,,ST,MXN,
 ,E-907-CE,MON LAV CONTRA REJILLA EXPLORA CR, ,2487.0,,,http://portal.helvex.com.mx/images/productos/E-907-CE.jpg,,,,ST,MXN,
 ,E-908,MON LAV SCTRA EXPLORA CR, ,2307.0,,,http://portal.helvex.com.mx/images/productos/E-908.jpg,,,,ST,MXN,
 ,E-908-CE,MON LAV SCTRA EXPLORA CR, ,2307.0,,,http://portal.helvex.com.mx/images/productos/E-908-CE.jpg,,,,ST,MXN,
 ,E-908-S,MON LAV EXPLORA SCTRA S, ,2651.0,,,http://portal.helvex.com.mx/images/productos/E-908-S.jpg,,,,ST,MXN,
 ,E-909,MON LAV DESAUT PREMIER CR, ,3269.0,,,http://portal.helvex.com.mx/images/productos/E-909.jpg,,,,ST,MXN,
 ,E-909-S,MON LAV DESAUT PREMIER S, ,3593.0,,,http://portal.helvex.com.mx/images/productos/E-909-S.jpg,,,,ST,MXN,
 ,E-910,MON LAV CTRAHNG CREB ACUEDUCTO CR, ,4806.0,,,http://portal.helvex.com.mx/images/productos/E-910.jpg,,,,ST,MXN,
 ,E-910-S,MON LAV CTRAHNG CREB ACUEDUCTO S, ,5526.0,,,http://portal.helvex.com.mx/images/productos/E-910-S.jpg,,,,ST,MXN,
 ,E-914,MON LAV DESAUT MAGNA DX CR, ,3961.0,,,http://portal.helvex.com.mx/images/productos/E-914.jpg,,,,ST,MXN,
 ,E-914-ND,MONOMANDO LAVABO MAGNA DX DESAUT ND, ,4359.0,,,http://portal.helvex.com.mx/images/productos/E-914-ND.jpg,,,,ST,MXN,
 ,E-914-S,MON LAV DESAUT MAGNA DX S, ,4359.0,,,http://portal.helvex.com.mx/images/productos/E-914-S.jpg,,,,ST,MXN,
 ,E-915,MON ALTO LAV DESAUT MAGNA DX CR, ,5155.0,,,http://portal.helvex.com.mx/images/productos/E-915.jpg,,,,ST,MXN,
 ,E-915-ND,MONOMANDO LAVABO ALTO MAGNA DX DESAUT ND, ,5669.0,,,http://portal.helvex.com.mx/images/productos/E-915-ND.jpg,,,,ST,MXN,
 ,E-915-S,MON ALTO LAV DESAUT MAGNA DX S, ,5669.0,,,http://portal.helvex.com.mx/images/productos/E-915-S.jpg,,,,ST,MXN,
 ,E-916,MON LAV CTRAPUSH KONOS CR, ,3039.0,,,http://portal.helvex.com.mx/images/productos/E-916.jpg,,,,ST,MXN,
 ,E-917,MON LAV CTRAPUSH CLASICA CR, ,2702.0,,,http://portal.helvex.com.mx/images/productos/E-917.jpg,,,,ST,MXN,
 ,E-918,MON LAV SCTRA CR, ,1503.0,,,http://portal.helvex.com.mx/images/productos/E-918.jpg,,,,ST,MXN,
 ,E-919,MON LAV SCTRA CR, ,1729.0,,,http://portal.helvex.com.mx/images/productos/E-919.jpg,,,,ST,MXN,
 ,E-92,MON LAV 4" DESAUT MANTISS CR, ,2362.0,,,http://portal.helvex.com.mx/images/productos/E-92.jpg,,,,ST,MXN,
 ,E-920,MON LAV CTRAPUSH ALIKA CR, ,4280.0,,,http://portal.helvex.com.mx/images/productos/E-920.jpg,,,,ST,MXN,
 ,E-921,MON ALTO CTRAPUSH ALIKA CR, ,4659.0,,,http://portal.helvex.com.mx/images/productos/E-921.jpg,,,,ST,MXN,
 ,E-922,MON LAV CTRAPUSH BAMBOO CR, ,3595.0,,,http://portal.helvex.com.mx/images/productos/E-922.jpg,,,,ST,MXN,
 ,E-923,MON ALTO CTRAPUSH BAMBOO CR, ,3999.0,,,http://portal.helvex.com.mx/images/productos/E-923.jpg,,,,ST,MXN,
 ,E-924,MON LAV CTRAPUSH NAUTILIA CR, ,4084.0,,,http://portal.helvex.com.mx/images/productos/E-924.jpg,,,,ST,MXN,
 ,E-925,MON ALTO LAV CTRAPUSH NAUTILIA CR, ,5032.0,,,http://portal.helvex.com.mx/images/productos/E-925.jpg,,,,ST,MXN,
 ,E-94,MON LAV DESAUT KUBICA CR, ,4764.0,,,http://portal.helvex.com.mx/images/productos/E-94.jpg,,,,ST,MXN,
 ,E-94-S,MON LAV DESAUT KUBICA S, ,5247.0,,,http://portal.helvex.com.mx/images/productos/E-94-S.jpg,,,,ST,MXN,
 ,E-95,MON LAV DESAUT AQUA CR, ,2961.0,,,http://portal.helvex.com.mx/images/productos/E-95.jpg,,,,ST,MXN,
 ,E-95-S,MON LAV DESAUT AQUA S, ,3268.0,,,http://portal.helvex.com.mx/images/productos/E-95-S.jpg,,,,ST,MXN,
 ,E-97,MON LAV AQUA AXISS CR, ,3377.0,,,http://portal.helvex.com.mx/images/productos/E-97.jpg,,,,ST,MXN,
 ,E-99,MON LAV DESAUT NUVA CR, ,4537.0,,,http://portal.helvex.com.mx/images/productos/E-99.jpg,,,,ST,MXN,
 ,E-99-ND,MON LAV DESAUT NUVA ND, ,4999.0,,,http://portal.helvex.com.mx/images/productos/E-99-ND.jpg,,,,ST,MXN,
 ,E-99-S,MON LAV DESAUT NUVA S, ,4999.0,,,http://portal.helvex.com.mx/images/productos/E-99-S.jpg,,,,ST,MXN,
 ,E-99-S-PVD,MON LAV NUVA SD, ,4736.0,,,http://portal.helvex.com.mx/images/productos/E-99-S-PVD.jpg,,,,ST,MXN,
 ,E2001-1.9,ENS LAV TS DESAUT ELEGANCE CR 1.9, ,5590.0,,,http://portal.helvex.com.mx/images/productos/E2001-1.9.jpg,,,,ST,MXN,
 ,E2001.1.9,MATERIAL MAL CARGADO, ,5590.0,,,http://portal.helvex.com.mx/images/productos/E2001.1.9.jpg,,,,ST,MXN,
 ,E2006-1.9,ENS LAV TS DESAUT NUVA CR 1.9, ,5855.0,,,http://portal.helvex.com.mx/images/productos/E2006-1.9.jpg,,,,ST,MXN,
 ,E2006-TH064,ENS LAV TS PUSH NUVA CR, ,5679.0,,,http://portal.helvex.com.mx/images/productos/E2006-TH064.jpg,,,,ST,MXN,
 ,E2007-TH059,ENS LAV TS CTRAREJ SREB NUVA CR, ,5559.0,,,http://portal.helvex.com.mx/images/productos/E2007-TH059.jpg,,,,ST,MXN,
 ,E2115-TH059,ENS LAV TS CTRAREJ SREB PREMIER CR, ,3855.0,,,http://portal.helvex.com.mx/images/productos/E2115-TH059.jpg,,,,ST,MXN,
 ,E2115-TH064,ENS LAV TS CTRA PUSH PREMIER CR, ,4080.0,,,http://portal.helvex.com.mx/images/productos/E2115-TH064.jpg,,,,ST,MXN,
 ,E2116-TH1085,ENSAMBLE LAVABO TS KONOS DESAUT SREB CR, ,3856.0,,,http://portal.helvex.com.mx/images/productos/E2116-TH1085.jpg,,,,ST,MXN,
 ,E2118-TH065,ENS LAV TS PUSH SREB ACUEDUCTO CR, ,6356.0,,,http://portal.helvex.com.mx/images/productos/E2118-TH065.jpg,,,,ST,MXN,
 ,E2120-TH1085,ENS LAV TS DESAUT SREB ALTO MAGNA DX CR, ,6020.0,,,http://portal.helvex.com.mx/images/productos/E2120-TH1085.jpg,,,,ST,MXN,
 ,E2500S-TH059S,ENS LAV MBLOCK CTRAREJ SREB S, ,3811.0,,,http://portal.helvex.com.mx/images/productos/E2500S-TH059S.jpg,,,,ST,MXN,
 ,E300-6,MON FREG CCUB 6L CR, ,2461.0,,,http://portal.helvex.com.mx/images/productos/E300-6.jpg,,,,ST,MXN,
 ,E300-CE-8.3,MON FREG CCUB 2P MAX8.3L ECOL CR, ,2440.0,,,http://portal.helvex.com.mx/images/productos/E300-CE-8.3.jpg,,,,ST,MXN,
 ,E300-LOG1,MON FREG CCUB LOG CR, ,2498.0,,,http://portal.helvex.com.mx/images/productos/E300-LOG1.jpg,,,,ST,MXN,
 ,E3000-1.9,ENS LAV PARED CONTRA HONGO NUVA CR 1.9, ,5579.0,,,http://portal.helvex.com.mx/images/productos/E3000-1.9.jpg,,,,ST,MXN,
 ,E3000-TH065,ENS LAV PARED PUSH LAV SREB NUVA CR, ,5807.0,,,http://portal.helvex.com.mx/images/productos/E3000-TH065.jpg,,,,ST,MXN,
 ,E3003-1.9,MON LAV PARED CONTRA HONGO NUVA CR 1.9, ,5579.0,,,http://portal.helvex.com.mx/images/productos/E3003-1.9.jpg,,,,ST,MXN,
 ,E3003-E908,MON LAV PARED NUVA CON MAN EXPLORA CR, ,5688.0,,,http://portal.helvex.com.mx/images/productos/E3003-E908.jpg,,,,ST,MXN,
 ,E3003-TH058,MON LAV PARED NUVA CTRAREJ REB CR, ,5579.0,,,http://portal.helvex.com.mx/images/productos/E3003-TH058.jpg,,,,ST,MXN,
 ,E3004-5.7,ENS LAV PARED CTRAHNG SREB 5.7L KUB CR, ,5771.0,,,http://portal.helvex.com.mx/images/productos/E3004-5.7.jpg,,,,ST,MXN,
 ,E3005-TH059,ENS LAV TS CTRAREJ SREB ACUEDUCTO CR, ,5436.0,,,http://portal.helvex.com.mx/images/productos/E3005-TH059.jpg,,,,ST,MXN,
 ,E3007-TH064,MON LAV PARED CTRA PUSH CREB VERTIKA CR, ,5258.0,,,http://portal.helvex.com.mx/images/productos/E3007-TH064.jpg,,,,ST,MXN,
 ,E36-LOG1,MON FREG RETRACT 2CH CCUB LOG ELIPSIS CR, ,4599.0,,,http://portal.helvex.com.mx/images/productos/E36-LOG1.jpg,,,,ST,MXN,
 ,E39-6LTS,MON FREG RETRACT 2CH CCUB ERGO PLUS 6LCR, ,4538.0,,,http://portal.helvex.com.mx/images/productos/E39-6LTS.jpg,,,,ST,MXN,
 ,E50II-SH265,ENS EMP DUPLEX SH-265 CR, ,1131.0,,,http://portal.helvex.com.mx/images/productos/E50II-SH265.jpg,,,,ST,MXN,
 ,E59-S,MON REG TINA S DESV EXPLORA S, ,2210.0,,,http://portal.helvex.com.mx/images/productos/E59-S.jpg,,,,ST,MXN,
 ,E60II-SH265,ENS EMP IND ROSCAR SH-265 CR, ,641.0,,,http://portal.helvex.com.mx/images/productos/E60II-SH265.jpg,,,,ST,MXN,
 ,E61II-SH265,ENS IND EMP SOLDAR SH-265 CR, ,641.0,,,http://portal.helvex.com.mx/images/productos/E61II-SH265.jpg,,,,ST,MXN,
 ,E700-2PZA1CH,MON REG O TINA SDESV CMAN DBL VERTIKA CR, ,5265.0,,,http://portal.helvex.com.mx/images/productos/E700-2PZA1CH.jpg,,,,ST,MXN,
 ,E705-S,MON REG TINA CDESV EXPLORA S, ,2580.0,,,http://portal.helvex.com.mx/images/productos/E705-S.jpg,,,,ST,MXN,
 ,E74-SV335,MON REG AXISS CMAN NUVA SVALV CDESV CR, ,2697.0,,,http://portal.helvex.com.mx/images/productos/E74-SV335.jpg,,,,ST,MXN,
 ,E765-NU,MBP CVALV SDESV MAN NUVA CR, ,3128.0,,,http://portal.helvex.com.mx/images/productos/E765-NU.jpg,,,,ST,MXN,
 ,E770-LOGCID,MBP SDESV LOGO CID NUVA CR, ,3233.0,,,http://portal.helvex.com.mx/images/productos/E770-LOGCID.jpg,,,,ST,MXN,
 ,E90-CE-8.3,MON LAV DESAUT 2P MAX 8.3L ECOL AXISS CR, ,3464.0,,,http://portal.helvex.com.mx/images/productos/E90-CE-8.3.jpg,,,,ST,MXN,
 ,E90-TH062,MON LAV CTRA TIPO HONGO AXISS CR, ,3449.0,,,http://portal.helvex.com.mx/images/productos/E90-TH062.jpg,,,,ST,MXN,
 ,E90-TH063,MON LAV CTRAHNG SREB AXISS CR, ,3228.0,,,http://portal.helvex.com.mx/images/productos/E90-TH063.jpg,,,,ST,MXN,
 ,E900-LOG4,MON LAV DESAUT NOVUS LOG CR, ,2895.0,,,http://portal.helvex.com.mx/images/productos/E900-LOG4.jpg,,,,ST,MXN,
 ,E900-TH062,MON LAV CTRAHNG NOVUS CR, ,2544.0,,,http://portal.helvex.com.mx/images/productos/E900-TH062.jpg,,,,ST,MXN,
 ,E903AAI-CE-TH059S,MON ARSSEN CCARTUCH ECOL CCTRAREJ SREB S, ,3247.0,,,http://portal.helvex.com.mx/images/productos/E903AAI-CE-TH059S.jpg,,,,ST,MXN,
 ,E903AI-EXT16CM,MON LAV DESAUT EXT 16CM INNOVEX AI, ,4308.0,,,http://portal.helvex.com.mx/images/productos/E903AI-EXT16CM.jpg,,,,ST,MXN,
 ,E904-RH930-30CM,MON LAV MIURA CR CON TH-058 TUBO 30CM, ,5187.0,,,http://portal.helvex.com.mx/images/productos/E904-RH930-30CM.jpg,,,,ST,MXN,
 ,E904-TH058,MON LAV CTRAREJ CREB MIURA CR, ,4322.0,,,http://portal.helvex.com.mx/images/productos/E904-TH058.jpg,,,,ST,MXN,
 ,E904-TH059,MON LAV CTRAREJ SREB MIURA CR, ,4401.0,,,http://portal.helvex.com.mx/images/productos/E904-TH059.jpg,,,,ST,MXN,
 ,E905-TH064,MON LAV CTRA PUSH VERTIKA CR, ,4279.0,,,http://portal.helvex.com.mx/images/productos/E905-TH064.jpg,,,,ST,MXN,
 ,E905S-TH064S,MON LAV CTRAPUSH CREB VERTIKA S, ,4542.0,,,http://portal.helvex.com.mx/images/productos/E905S-TH064S.jpg,,,,ST,MXN,
 ,E907-1.9,MON LAV CTRAREJ 1.9L EXPLORA CR, ,2487.0,,,http://portal.helvex.com.mx/images/productos/E907-1.9.jpg,,,,ST,MXN,
 ,E907-CE-1.9,MON LAV CTRAREJ CE 1.9L EXPLORA CR, ,2487.0,,,http://portal.helvex.com.mx/images/productos/E907-CE-1.9.jpg,,,,ST,MXN,
 ,E907-CE-6,MON LAV CTRAREJ EXPLORA 6LTS CR, ,2487.0,,,http://portal.helvex.com.mx/images/productos/E907-CE-6.jpg,,,,ST,MXN,
 ,E907-CE-8.3,MON LAV CTRAREJ 2P 8.3L ECOL EXPLORA CR, ,2487.0,,,http://portal.helvex.com.mx/images/productos/E907-CE-8.3.jpg,,,,ST,MXN,
 ,E907-TH059,MON LAV PARED CTRAREJ SREB EXPLORA CR, ,2487.0,,,http://portal.helvex.com.mx/images/productos/E907-TH059.jpg,,,,ST,MXN,
 ,E907-TH064,MON LAV CTRAPUSH EXPLORA CR, ,2718.0,,,http://portal.helvex.com.mx/images/productos/E907-TH064.jpg,,,,ST,MXN,
 ,E908-1.9-7GDOS,MON LAV SCTRA EXPLORA 7GDOS 1.9L CR, ,2844.0,,,http://portal.helvex.com.mx/images/productos/E908-1.9-7GDOS.jpg,,,,ST,MXN,
 ,E908-CE-1.9-TH059,MON LAV CTRA REJILLA EXPLORA 1.9L CR, ,2487.0,,,http://portal.helvex.com.mx/images/productos/E908-CE-1.9-TH059.jpg,,,,ST,MXN,
 ,E908-CE-1.9-TH064,MON LAV CTRA PUSH EXPLORA 1.9L CR, ,3162.0,,,http://portal.helvex.com.mx/images/productos/E908-CE-1.9-TH064.jpg,,,,ST,MXN,
 ,E909-TH063,MON LAV CTRAHNG SREB PREMIER CR, ,3138.0,,,http://portal.helvex.com.mx/images/productos/E909-TH063.jpg,,,,ST,MXN,
 ,E915-TH065,MON LAV PUSH SREB ALTO MAGNA II CR, ,4869.0,,,http://portal.helvex.com.mx/images/productos/E915-TH065.jpg,,,,ST,MXN,
 ,E918-1.9,MON LAV SCTRA CENTURY 1.9 CR, ,1503.0,,,http://portal.helvex.com.mx/images/productos/E918-1.9.jpg,,,,ST,MXN,
 ,E919-1.9,MON LAV SCTRA SQUADRA 1.9 CR, ,1729.0,,,http://portal.helvex.com.mx/images/productos/E919-1.9.jpg,,,,ST,MXN,
 ,E92-1.9,MON LAV 4? DESAUT MANTISS 1.9L CR, ,2362.0,,,http://portal.helvex.com.mx/images/productos/E92-1.9.jpg,,,,ST,MXN,
 ,E92-8.3,MON LAV 4" DESAUT ECOL 8.3L MANTISS CR, ,2362.0,,,http://portal.helvex.com.mx/images/productos/E92-8.3.jpg,,,,ST,MXN,
 ,E92-TH058,MON LAV CTRAREJ CREB MIURA CR, ,2319.0,,,http://portal.helvex.com.mx/images/productos/E92-TH058.jpg,,,,ST,MXN,
 ,E94-S/C,MON LAV SCTRA KUBICA CR, ,4311.0,,,http://portal.helvex.com.mx/images/productos/E94-S/C.jpg,,,,ST,MXN,
 ,E94-TH058,MON LAV CTRAREJ CREB KUBICA CR, ,4465.0,,,http://portal.helvex.com.mx/images/productos/E94-TH058.jpg,,,,ST,MXN,
 ,E94-TH064,MON LAV CTRA PUSH CREB KUBICA CR, ,4572.0,,,http://portal.helvex.com.mx/images/productos/E94-TH064.jpg,,,,ST,MXN,
 ,E94-TH065,MON LAV CTRA PUSH SREB KUBICA CR, ,4553.0,,,http://portal.helvex.com.mx/images/productos/E94-TH065.jpg,,,,ST,MXN,
 ,E94S-TH058S,MON LAV CTRAREJ CREB KUBICA S, ,4845.0,,,http://portal.helvex.com.mx/images/productos/E94S-TH058S.jpg,,,,ST,MXN,
 ,E94S-TH059S,MON LAV CTRAREJ SREB KUBICA S, ,4916.0,,,http://portal.helvex.com.mx/images/productos/E94S-TH059S.jpg,,,,ST,MXN,
 ,E94S-TH062S,MON LAV CTRAHNG CREB KUBICA S, ,4465.0,,,http://portal.helvex.com.mx/images/productos/E94S-TH062S.jpg,,,,ST,MXN,
 ,E94SD-TH063SD,MON LAV CTRAHNG SREB KUBICA SD, ,5289.0,,,http://portal.helvex.com.mx/images/productos/E94SD-TH063SD.jpg,,,,ST,MXN,
 ,E95-2,MON LAV DESAUT AQUA 2L CR, ,2961.0,,,http://portal.helvex.com.mx/images/productos/E95-2.jpg,,,,ST,MXN,
 ,E95-5.9,MON LAV DESAUT AQUA 5.9L CR, ,2961.0,,,http://portal.helvex.com.mx/images/productos/E95-5.9.jpg,,,,ST,MXN,
 ,E95-TH058,MON LAV CTRAREJ AQUA CR, ,2836.0,,,http://portal.helvex.com.mx/images/productos/E95-TH058.jpg,,,,ST,MXN,
 ,E95-TH059,MON LAV CTRAREJ SREB AQUA CR, ,2836.0,,,http://portal.helvex.com.mx/images/productos/E95-TH059.jpg,,,,ST,MXN,
 ,E95-TH062,MON LAV CTRAHNG AQUA CR, ,2836.0,,,http://portal.helvex.com.mx/images/productos/E95-TH062.jpg,,,,ST,MXN,
 ,E95S-TH058S,MON LAV CTRAREJ REB AQUA S, ,3058.0,,,http://portal.helvex.com.mx/images/productos/E95S-TH058S.jpg,,,,ST,MXN,
 ,E96-TH058,MON LAV CTRAREJ SABLE CR, ,4115.0,,,http://portal.helvex.com.mx/images/productos/E96-TH058.jpg,,,,ST,MXN,
 ,E99-1.9,MON LAV DESAUT NUVA CR 1.9, ,4537.0,,,http://portal.helvex.com.mx/images/productos/E99-1.9.jpg,,,,ST,MXN,
 ,E99-E95,MON LAV DESAUT NUVA MAN AQUA CR, ,4537.0,,,http://portal.helvex.com.mx/images/productos/E99-E95.jpg,,,,ST,MXN,
 ,E99-TH058,MON LAV NUVA CTRAREJ CR, ,4158.0,,,http://portal.helvex.com.mx/images/productos/E99-TH058.jpg,,,,ST,MXN,
 ,E99-TH059,MON LAV NUVA CTRAREJ SREB CR, ,4158.0,,,http://portal.helvex.com.mx/images/productos/E99-TH059.jpg,,,,ST,MXN,
 ,E99-TH061,MON LAV DESAUT NUVA SREB CR, ,5161.0,,,http://portal.helvex.com.mx/images/productos/E99-TH061.jpg,,,,ST,MXN,
 ,E99-TH063,MON LAV NUVA CTRAHNG SREB CR, ,4158.0,,,http://portal.helvex.com.mx/images/productos/E99-TH063.jpg,,,,ST,MXN,
 ,E99S-TH059S,MON LAV NUVA CTRAREJ SREB S, ,4668.0,,,http://portal.helvex.com.mx/images/productos/E99S-TH059S.jpg,,,,ST,MXN,
 ,E99S-TH063S,MON LAV NUVA CTRAHNG SREB S, ,4668.0,,,http://portal.helvex.com.mx/images/productos/E99S-TH063S.jpg,,,,ST,MXN,
 ,ES-001,ESPEJO AUMENTO A 2 VISTAS CR, ,2178.0,,,http://portal.helvex.com.mx/images/productos/ES-001.jpg,,,,ST,MXN,
 ,ES-001-S,ESPEJO AUMENTO A 2 VISTAS S, ,2397.0,,,http://portal.helvex.com.mx/images/productos/ES-001-S.jpg,,,,ST,MXN,
 ,ES-002,ESPEJO AUMENTO A 2 VISTAS C LUZ CR, ,3838.0,,,http://portal.helvex.com.mx/images/productos/ES-002.jpg,,,,ST,MXN,
 ,ES-002-S,ESPEJO AUMENTO A 2 VISTAS C LUZ S, ,4222.0,,,http://portal.helvex.com.mx/images/productos/ES-002-S.jpg,,,,ST,MXN,
 ,FB-110-32,FLUX ELEC BAT WC OC BOTON 32 CR, ,8792.0,,,http://portal.helvex.com.mx/images/productos/FB-110-32.jpg,,,,ST,MXN,
 ,FB-110-38,FLUX ELEC BAT WC OC BOTON 38 CR, ,8792.0,,,http://portal.helvex.com.mx/images/productos/FB-110-38.jpg,,,,ST,MXN,
 ,FB-110-38-LOGO,FLUX ELEC BAT WC OC BOTON 38 LOG CR, ,9646.0,,,http://portal.helvex.com.mx/images/productos/FB-110-38-LOGO.jpg,,,,ST,MXN,
 ,FB-110-38-SD,FLUX ELEC BAT WC BOTON 38 SD, ,10616.0,,,http://portal.helvex.com.mx/images/productos/FB-110-38-SD.jpg,,,,ST,MXN,
 ,FB-110-WC-4.8,FLUX ELEC BAT WC OC BOTON 32-38 4.8L CR, ,8792.0,,,http://portal.helvex.com.mx/images/productos/FB-110-WC-4.8.jpg,,,,ST,MXN,
 ,FB-185-19,FLUX ELEC BAT MING BOTON 19 CR, ,8792.0,,,http://portal.helvex.com.mx/images/productos/FB-185-19.jpg,,,,ST,MXN,
 ,FB-185-19-0.5,FLUX ELEC BAT MING BOTON 19 0.5L CR, ,8792.0,,,http://portal.helvex.com.mx/images/productos/FB-185-19-0.5.jpg,,,,ST,MXN,
 ,FB-185-19-1,FLUX ELEC BAT MING BOTON 19 1L CR, ,8792.0,,,http://portal.helvex.com.mx/images/productos/FB-185-19-1.jpg,,,,ST,MXN,
 ,FB-185-19-LOGO,FLUX ELEC BAT MING OC BOTON19 LOG CR, ,9646.0,,,http://portal.helvex.com.mx/images/productos/FB-185-19-LOGO.jpg,,,,ST,MXN,
 ,FB-185-19-SD,FLUX ELEC BAT MING BOTON 19 SD, ,10616.0,,,http://portal.helvex.com.mx/images/productos/FB-185-19-SD.jpg,,,,ST,MXN,
 ,FB110-WC4.8-REF180,FLUX ELEC BAT WC4.8L LOG REF180 CR, ,9233.0,,,http://portal.helvex.com.mx/images/productos/FB110-WC4.8-REF180.jpg,,,,ST,MXN,
 ,FB185-19-0.5LOG180,FLUX ELEC BAT MING 0.5L LOGREF 180 CR, ,9233.0,,,http://portal.helvex.com.mx/images/productos/FB185-19-0.5LOG180.jpg,,,,ST,MXN,
 ,FC-110-32,FLUX ELEC CORR WC BOTON 32 CR, ,8792.0,,,http://portal.helvex.com.mx/images/productos/FC-110-32.jpg,,,,ST,MXN,
 ,FC-110-38,FLUX ELEC CORR WC BOTON 38 CR, ,8792.0,,,http://portal.helvex.com.mx/images/productos/FC-110-38.jpg,,,,ST,MXN,
 ,FC-110-WC-4.8,FLUX ELEC CORR WC 32-38 4.8L CR, ,8792.0,,,http://portal.helvex.com.mx/images/productos/FC-110-WC-4.8.jpg,,,,ST,MXN,
 ,FC-185-19,FLUX ELEC CORR MING BOTON 19 CR, ,8792.0,,,http://portal.helvex.com.mx/images/productos/FC-185-19.jpg,,,,ST,MXN,
 ,FC-185-19-0.5,FLUX ELEC CORR MING BOTON 19 0.5L CR, ,8792.0,,,http://portal.helvex.com.mx/images/productos/FC-185-19-0.5.jpg,,,,ST,MXN,
 ,FC-185-19-1,FLUX ELEC CORR MING BOTON 19 1L CR, ,8792.0,,,http://portal.helvex.com.mx/images/productos/FC-185-19-1.jpg,,,,ST,MXN,
 ,FCO-110-19,FLUX ELEC CORR MING OC ESP UNAM 19 CR, ,10526.0,,,http://portal.helvex.com.mx/images/productos/FCO-110-19.jpg,,,,ST,MXN,
 ,FCO-110-32,FLUX ELEC CORR WC OC 32 CR, ,10499.0,,,http://portal.helvex.com.mx/images/productos/FCO-110-32.jpg,,,,ST,MXN,
 ,FCO-110-38,FLUX ELEC CORR WC OC 38 CR, ,10499.0,,,http://portal.helvex.com.mx/images/productos/FCO-110-38.jpg,,,,ST,MXN,
 ,FCO-110-WC-4.8,FLUX ELEC CORR WC OC 32-38 4.8L CR, ,10499.0,,,http://portal.helvex.com.mx/images/productos/FCO-110-WC-4.8.jpg,,,,ST,MXN,
 ,FCO-185-19,FLUX ELEC CORR MING OC 19 CR, ,10499.0,,,http://portal.helvex.com.mx/images/productos/FCO-185-19.jpg,,,,ST,MXN,
 ,FCO-185-19-0.5,FLUX ELEC CORR MING OC 19 0.5L CR, ,10499.0,,,http://portal.helvex.com.mx/images/productos/FCO-185-19-0.5.jpg,,,,ST,MXN,
 ,FOB-115-38,FLUX ELEC BAT WC OC BOTON 38 CR, ,4047.0,,,http://portal.helvex.com.mx/images/productos/FOB-115-38.jpg,,,,ST,MXN,
 ,FOB-155-38,FLUX ELEC BAT WC OC 38 BOTON CR, ,10499.0,,,http://portal.helvex.com.mx/images/productos/FOB-155-38.jpg,,,,ST,MXN,
 ,FOBH-19-LOGRAY,FLUX SIST HIDR OC BOTON MING LOG RAY CR, ,10392.0,,,http://portal.helvex.com.mx/images/productos/FOBH-19-LOGRAY.jpg,,,,ST,MXN,
 ,FOBH-WC,FLUX SIST HIDRAULICO BOTON WC OC CR, ,4835.0,,,http://portal.helvex.com.mx/images/productos/FOBH-WC.jpg,,,,ST,MXN,
 ,FOBH-WC-LOGRAY,FLUX SIST HIDR OC BOTON WC LOG RAY CR, ,10392.0,,,http://portal.helvex.com.mx/images/productos/FOBH-WC-LOGRAY.jpg,,,,ST,MXN,
