id,SKU,Descripcion,PrecioLista,Precio Distribuidor,idProveedor,Activo,Fotografia,Especificacion,Video,Status,Unidad, Moneda,Categorizacion
 ,19107-ND,CEP MAGNA DX ND, ,1505.0,,,http://portal.helvex.com.mx/images/productos/19107-ND.jpg,,,,ST,MXN,
 ,19107-S,CEP MAGNA DX S, ,1505.0,,,http://portal.helvex.com.mx/images/productos/19107-S.jpg,,,,ST,MXN,
 ,19108-ND,JAB SENC MAGNA DX ND, ,1505.0,,,http://portal.helvex.com.mx/images/productos/19108-ND.jpg,,,,ST,MXN,
 ,19108-S,JAB SENC MAGNA DX S, ,1505.0,,,http://portal.helvex.com.mx/images/productos/19108-S.jpg,,,,ST,MXN,
 ,19109-ND,TOALL SENC MAGNA DX ND, ,1208.0,,,http://portal.helvex.com.mx/images/productos/19109-ND.jpg,,,,ST,MXN,
 ,19109-S,TOALL SENC MAGNA DX S, ,1208.0,,,http://portal.helvex.com.mx/images/productos/19109-S.jpg,,,,ST,MXN,
 ,19117-ND,PORTAPAPEL SENC MAGNA DX ND, ,1083.0,,,http://portal.helvex.com.mx/images/productos/19117-ND.jpg,,,,ST,MXN,
 ,19117-S,PORTAPAPEL SENC MAGNA DX S, ,1083.0,,,http://portal.helvex.com.mx/images/productos/19117-S.jpg,,,,ST,MXN,
 ,205-30CM,TOALL BARRA 30CM CLASICA II CR, ,906.0,,,http://portal.helvex.com.mx/images/productos/205-30CM.jpg,,,,ST,MXN,
 ,205-S,TOALL BARRA CLASICA II S, ,1119.0,,,http://portal.helvex.com.mx/images/productos/205-S.jpg,,,,ST,MXN,
 ,206-SD,GANCHO DBL CLASICA II SD, ,407.0,,,http://portal.helvex.com.mx/images/productos/206-SD.jpg,,,,ST,MXN,
 ,207-SD,PORTACEP CLASICA II SD, ,520.0,,,http://portal.helvex.com.mx/images/productos/207-SD.jpg,,,,ST,MXN,
 ,208-SD,JAB SENC SEMIEMP CLASICA II SD, ,599.0,,,http://portal.helvex.com.mx/images/productos/208-SD.jpg,,,,ST,MXN,
 ,209-S,TOALL ARGOLLA CLASICA II S, ,580.0,,,http://portal.helvex.com.mx/images/productos/209-S.jpg,,,,ST,MXN,
 ,209-SD,TOALL ARGOLLA CLASICA II SD, ,606.0,,,http://portal.helvex.com.mx/images/productos/209-SD.jpg,,,,ST,MXN,
 ,210-32,FLUX MANIJA WC NPL RECT 32 CR, ,3467.0,,,http://portal.helvex.com.mx/images/productos/210-32.jpg,,,,ST,MXN,
 ,210-32-4.8-40CM,FLUX MANIJA WC 32 4.8L NIPLE 40CM CR, ,3620.0,,,http://portal.helvex.com.mx/images/productos/210-32-4.8-40CM.jpg,,,,ST,MXN,
 ,210-38,FLUX MANIJA WC RECT 38 CR, ,3467.0,,,http://portal.helvex.com.mx/images/productos/210-38.jpg,,,,ST,MXN,
 ,210-38-4.8-LOGAM,FLUX MANIJA WC 38 4.8L LOGO AM CR, ,3819.0,,,http://portal.helvex.com.mx/images/productos/210-38-4.8-LOGAM.jpg,,,,ST,MXN,
 ,210-38CM,PORTATOALL MULTIPLE 38CM CLASICA II CR, ,2031.0,,,http://portal.helvex.com.mx/images/productos/210-38CM.jpg,,,,ST,MXN,
 ,210-S,PORTATOALL MULTIPLE CLASICA II S, ,2340.0,,,http://portal.helvex.com.mx/images/productos/210-S.jpg,,,,ST,MXN,
 ,210-WC-4.8,FLUX MANIJA WC 32-38 4.8L CR, ,3467.0,,,http://portal.helvex.com.mx/images/productos/210-WC-4.8.jpg,,,,ST,MXN,
 ,2105-40CM,TOALL BARRA 40CM KONOS CR, ,1056.0,,,http://portal.helvex.com.mx/images/productos/2105-40CM.jpg,,,,ST,MXN,
 ,2106-AAI,GANCHO DBL KONOS AAI, ,494.0,,,http://portal.helvex.com.mx/images/productos/2106-AAI.jpg,,,,ST,MXN,
 ,215-S,PORTAPAPEL TRAD ANTIRROBO CLASICA II S, ,1098.0,,,http://portal.helvex.com.mx/images/productos/215-S.jpg,,,,ST,MXN,
 ,215-SD,PORTAPAPEL TRAD ANTIRROBO CLASICA II SD, ,1152.0,,,http://portal.helvex.com.mx/images/productos/215-SD.jpg,,,,ST,MXN,
 ,217-AAI,PORTAPAPEL TRAD CLASICA II AAI, ,890.0,,,http://portal.helvex.com.mx/images/productos/217-AAI.jpg,,,,ST,MXN,
 ,218-S,AGARR RECT P TINA CLASICA II S, ,1414.0,,,http://portal.helvex.com.mx/images/productos/218-S.jpg,,,,ST,MXN,
 ,219-S,PORTAPAPEL DBL ANTIRROBO CLASICA II S, ,1847.0,,,http://portal.helvex.com.mx/images/productos/219-S.jpg,,,,ST,MXN,
 ,223-S,DESTAPADOR CLASICA II S, ,374.0,,,http://portal.helvex.com.mx/images/productos/223-S.jpg,,,,ST,MXN,
 ,223-SD,DESTAPADOR CLASICA II SD, ,392.0,,,http://portal.helvex.com.mx/images/productos/223-SD.jpg,,,,ST,MXN,
 ,24-CH,COLADERA REJ CUAD 1B AIBR, ,885.0,,,http://portal.helvex.com.mx/images/productos/24-CH.jpg,,,,ST,MXN,
 ,24-CHL,COLADERA DESAGÜE DE CONTORNO CUAD 1B CR, ,1027.0,,,http://portal.helvex.com.mx/images/productos/24-CHL.jpg,,,,ST,MXN,
 ,24-CHLI,COLADERA PERIMETRAL CUAD 1B P INSERTO CR, ,1027.0,,,http://portal.helvex.com.mx/images/productos/24-CHLI.jpg,,,,ST,MXN,
 ,24-HL,COLADERA DESAGÜE DE CONTORNO RED 1B CR, ,954.0,,,http://portal.helvex.com.mx/images/productos/24-HL.jpg,,,,ST,MXN,
 ,24-HLI,COLADERA DESAGÜE CONTORNO 1B INSERTO CR, ,954.0,,,http://portal.helvex.com.mx/images/productos/24-HLI.jpg,,,,ST,MXN,
 ,24-RHLI,COLAD CONTORNO RECT 30CM 1B P INSERTO CR, ,2352.0,,,http://portal.helvex.com.mx/images/productos/24-RHLI.jpg,,,,ST,MXN,
 ,24CHL-LOGPINNACLE,COLADERA CONTOR CUAD 1B LOGO PINNACLE CR, ,1131.0,,,http://portal.helvex.com.mx/images/productos/24CHL-LOGPINNACLE.jpg,,,,ST,MXN,
 ,25-CH,COLADERA REJ CUAD 3B AIBR, ,973.0,,,http://portal.helvex.com.mx/images/productos/25-CH.jpg,,,,ST,MXN,
 ,25-CHL,COLADERA DESAGÜE DE CONTORNO CUAD 3B CR, ,1117.0,,,http://portal.helvex.com.mx/images/productos/25-CHL.jpg,,,,ST,MXN,
 ,25-CHLI,COLADERA PERIMETRAL CUAD 3B P INSERTO CR, ,1117.0,,,http://portal.helvex.com.mx/images/productos/25-CHLI.jpg,,,,ST,MXN,
 ,25-HL,COLADERA DESAGÜE DE CONTORNO RED 3B CR, ,1043.0,,,http://portal.helvex.com.mx/images/productos/25-HL.jpg,,,,ST,MXN,
 ,25-HLI,COLADERA DESAGÜE CONTORNO 3B INSERTO CR, ,1043.0,,,http://portal.helvex.com.mx/images/productos/25-HLI.jpg,,,,ST,MXN,
 ,2584-LOGOCHDUI,COLADERA 2584 LOGO CHEDRAUI, ,4047.0,,,http://portal.helvex.com.mx/images/productos/2584-LOGOCHDUI.jpg,,,,ST,MXN,
 ,266-S,GANCHO PORTAMULETAS CLASICA II S, ,505.0,,,http://portal.helvex.com.mx/images/productos/266-S.jpg,,,,ST,MXN,
 ,27-CH,COLADERA REJ CUAD 1B 25CM AIBR, ,1116.0,,,http://portal.helvex.com.mx/images/productos/27-CH.jpg,,,,ST,MXN,
 ,27-CHL,COLADERA DESAGÜE CONTORNO CUAD 1B 25CMCR, ,1363.0,,,http://portal.helvex.com.mx/images/productos/27-CHL.jpg,,,,ST,MXN,
 ,27-CHLI,COLADERA PERIMETRAL CUAD 1B P INSERTO CR, ,1363.0,,,http://portal.helvex.com.mx/images/productos/27-CHLI.jpg,,,,ST,MXN,
 ,27-HL,COLADERA DESAGÜE DE CONTORNO RED 1B CR, ,1265.0,,,http://portal.helvex.com.mx/images/productos/27-HL.jpg,,,,ST,MXN,
 ,27-HL-AI,COLADERA DESAGÜE DE CONTORNO RED 1B AI, ,1598.0,,,http://portal.helvex.com.mx/images/productos/27-HL-AI.jpg,,,,ST,MXN,
 ,27-HLI,COLADERA DESAG CONTOR RED 1B INSERTO CR, ,1265.0,,,http://portal.helvex.com.mx/images/productos/27-HLI.jpg,,,,ST,MXN,
 ,27CHL-CDA8.5CM,COLADERA DESAG CONTORNO CUAD 1B 8.5CM CR, ,1667.0,,,http://portal.helvex.com.mx/images/productos/27CHL-CDA8.5CM.jpg,,,,ST,MXN,
 ,28-CGA,COLADERA TAPA CIEGA RED 3B, ,1187.0,,,http://portal.helvex.com.mx/images/productos/28-CGA.jpg,,,,ST,MXN,
 ,28-CH,COLADERA REJ CUAD 25CM 3B AIBR, ,1205.0,,,http://portal.helvex.com.mx/images/productos/28-CH.jpg,,,,ST,MXN,
 ,28-CHL,COLADERA DESAGÜE DE CONTORNO CUAD 3B CR, ,1439.0,,,http://portal.helvex.com.mx/images/productos/28-CHL.jpg,,,,ST,MXN,
 ,28-HL,COLADERA DESAGÜE DE CONTORNO RED 3B CR, ,1349.0,,,http://portal.helvex.com.mx/images/productos/28-HL.jpg,,,,ST,MXN,
 ,282-35-CHL,COLADERA DESAGÜE DE CONTORNO CUAD 1B CR, ,2352.0,,,http://portal.helvex.com.mx/images/productos/282-35-CHL.jpg,,,,ST,MXN,
 ,282-35-CHLI,COLADERA PERIMETRAL CUAD 1B P INSERTO CR, ,2352.0,,,http://portal.helvex.com.mx/images/productos/282-35-CHLI.jpg,,,,ST,MXN,
 ,282-35CH,COLADERA REJ CUAD 1B AIBR, ,2066.0,,,http://portal.helvex.com.mx/images/productos/282-35CH.jpg,,,,ST,MXN,
 ,282-H,COLADERA REJ RED 1B AIBR, ,1516.0,,,http://portal.helvex.com.mx/images/productos/282-H.jpg,,,,ST,MXN,
 ,282-HL,COLADERA DESAGÜE DE CONTORNO RED 1B CR, ,1789.0,,,http://portal.helvex.com.mx/images/productos/282-HL.jpg,,,,ST,MXN,
 ,282-HLI,COLADERA DESAGÜE CONTORNO 1B INSERTO CR, ,1789.0,,,http://portal.helvex.com.mx/images/productos/282-HLI.jpg,,,,ST,MXN,
 ,285-19,FLUX MANIJA MING NPL RECT 19 CR, ,3467.0,,,http://portal.helvex.com.mx/images/productos/285-19.jpg,,,,ST,MXN,
 ,285-19-0.5,FLUX MANIJA MING RECT 19 0.5L CR, ,3467.0,,,http://portal.helvex.com.mx/images/productos/285-19-0.5.jpg,,,,ST,MXN,
 ,285-19-1,FLUX MANIJA MING RECT 19 1L CR, ,3467.0,,,http://portal.helvex.com.mx/images/productos/285-19-1.jpg,,,,ST,MXN,
 ,285-19-LOGAM,FLUX MANIJA MING NPL RECT 19 LOGO AM CR, ,3819.0,,,http://portal.helvex.com.mx/images/productos/285-19-LOGAM.jpg,,,,ST,MXN,
 ,310-19,FLUX PEDAL MING 19 CR, ,4190.0,,,http://portal.helvex.com.mx/images/productos/310-19.jpg,,,,ST,MXN,
 ,310-19-0.5,FLUX PEDAL MING 19 0.5L CR, ,4190.0,,,http://portal.helvex.com.mx/images/productos/310-19-0.5.jpg,,,,ST,MXN,
 ,310-19-0.5-RF812,FLUX PED MING 19 0.5L NPL COD 7.3 PLG CR, ,4190.0,,,http://portal.helvex.com.mx/images/productos/310-19-0.5-RF812.jpg,,,,ST,MXN,
 ,310-19-1,FLUX PEDAL MING 19 1L CR, ,4190.0,,,http://portal.helvex.com.mx/images/productos/310-19-1.jpg,,,,ST,MXN,
 ,310-32,FLUX PEDAL WC NPL CODO CR, ,4190.0,,,http://portal.helvex.com.mx/images/productos/310-32.jpg,,,,ST,MXN,
 ,310-38,FLUX PEDAL WC NPL CODO CR, ,4190.0,,,http://portal.helvex.com.mx/images/productos/310-38.jpg,,,,ST,MXN,
 ,310-WC-4.8,FLUX PEDAL WC 32-38 NPL CODO 4.8L CR, ,4190.0,,,http://portal.helvex.com.mx/images/productos/310-WC-4.8.jpg,,,,ST,MXN,
 ,310-WC-4.8-RF812,FLUX PEDAL WC 4.8L NPL CODO 7.3 PLG CR, ,4190.0,,,http://portal.helvex.com.mx/images/productos/310-WC-4.8-RF812.jpg,,,,ST,MXN,
 ,311-32,FLUX PEDAL WC NPL RECT 32 CR, ,4190.0,,,http://portal.helvex.com.mx/images/productos/311-32.jpg,,,,ST,MXN,
 ,311-38,FLUX PEDAL WC NPL RECT WC CR, ,4190.0,,,http://portal.helvex.com.mx/images/productos/311-38.jpg,,,,ST,MXN,
 ,312-32,FLUX PEDAL WC NPL CODO OC 32 CR, ,4163.0,,,http://portal.helvex.com.mx/images/productos/312-32.jpg,,,,ST,MXN,
 ,312-38,FLUX PEDAL WC NPL CODO OC 38 CR, ,4163.0,,,http://portal.helvex.com.mx/images/productos/312-38.jpg,,,,ST,MXN,
 ,312-WC-4.8,FLUX PEDAL WC 32-38 OCULTO 4.8L CR, ,4163.0,,,http://portal.helvex.com.mx/images/productos/312-WC-4.8.jpg,,,,ST,MXN,
 ,318-32,FLUX PEDAL WC OC 32 CR, ,4163.0,,,http://portal.helvex.com.mx/images/productos/318-32.jpg,,,,ST,MXN,
 ,318-38,FLUX PEDAL WC OC 38 CR, ,4163.0,,,http://portal.helvex.com.mx/images/productos/318-38.jpg,,,,ST,MXN,
 ,323-19,FLUX PEDAL MING NPL RECT OC 19 CR, ,4163.0,,,http://portal.helvex.com.mx/images/productos/323-19.jpg,,,,ST,MXN,
 ,323-19-0.5,FLUX PEDAL MING OC 19 .5L CR, ,4163.0,,,http://portal.helvex.com.mx/images/productos/323-19-0.5.jpg,,,,ST,MXN,
 ,323-19-1,FLUX PEDAL MING OC 19 1L CR, ,4163.0,,,http://portal.helvex.com.mx/images/productos/323-19-1.jpg,,,,ST,MXN,
 ,342-C,REB C REJ CUAD AIBR, ,528.0,,,http://portal.helvex.com.mx/images/productos/342-C.jpg,,,,ST,MXN,
 ,342-CL,REBOSADERO DESAGÜE DE CONTORNO CUAD CR, ,605.0,,,http://portal.helvex.com.mx/images/productos/342-CL.jpg,,,,ST,MXN,
 ,342-R,REB C REJ RED AIBR, ,451.0,,,http://portal.helvex.com.mx/images/productos/342-R.jpg,,,,ST,MXN,
 ,342-RL,REBOSADERO DESAGÜE DE CONTORNO RED CR, ,516.0,,,http://portal.helvex.com.mx/images/productos/342-RL.jpg,,,,ST,MXN,
 ,342CL-LOGPINNACLE,REB DESAG CONTORNO CUAD LOGO PINNACLE CR, ,667.0,,,http://portal.helvex.com.mx/images/productos/342CL-LOGPINNACLE.jpg,,,,ST,MXN,
 ,410-19,FLUX PEDAL MING NPL RECT 19 CR, ,4190.0,,,http://portal.helvex.com.mx/images/productos/410-19.jpg,,,,ST,MXN,
 ,410-19-0.5,FLUX PEDAL MING 19 0.5L CR, ,4190.0,,,http://portal.helvex.com.mx/images/productos/410-19-0.5.jpg,,,,ST,MXN,
 ,410-19-1,FLUX PEDAL MING 19 1L CR, ,4190.0,,,http://portal.helvex.com.mx/images/productos/410-19-1.jpg,,,,ST,MXN,
 ,410-32,FLUX PEDAL WC NPL RECT 32 CR, ,4190.0,,,http://portal.helvex.com.mx/images/productos/410-32.jpg,,,,ST,MXN,
 ,410-38,FLUX PEDAL WC NPL RECT 38 CR, ,4190.0,,,http://portal.helvex.com.mx/images/productos/410-38.jpg,,,,ST,MXN,
 ,410-WC-4.8,FLUX PEDAL WC NPL RECT 32 Ó 38 4.8 L CR, ,4190.0,,,http://portal.helvex.com.mx/images/productos/410-WC-4.8.jpg,,,,ST,MXN,
 ,4104-B/S,PORTAPAPEL TRAD ANTIQUA SB, ,1572.0,,,http://portal.helvex.com.mx/images/productos/4104-B/S.jpg,,,,ST,MXN,
 ,4106-B/S,GANCHO SENC ANTIQUA SB, ,747.0,,,http://portal.helvex.com.mx/images/productos/4106-B/S.jpg,,,,ST,MXN,
 ,4109-B/S,TOALL ARGOLLA ANTIQUA SB, ,1170.0,,,http://portal.helvex.com.mx/images/productos/4109-B/S.jpg,,,,ST,MXN,
 ,4128-B/S,JAB SENC ANTIQUA SB, ,1507.0,,,http://portal.helvex.com.mx/images/productos/4128-B/S.jpg,,,,ST,MXN,
 ,444-X,COLADERA AZOTEA CUPULA TUBO102MM RETACAR, ,863.0,,,http://portal.helvex.com.mx/images/productos/444-X.jpg,,,,ST,MXN,
 ,446-X,COLADERA AZOTEA CUPULA TUBO153MM RETACAR, ,1755.0,,,http://portal.helvex.com.mx/images/productos/446-X.jpg,,,,ST,MXN,
 ,6104-C/L,PORTAPAPEL SENC OASIS CL, ,1428.0,,,http://portal.helvex.com.mx/images/productos/6104-C/L.jpg,,,,ST,MXN,
 ,6105-CO,TOALL BARRA OASIS CO, ,1928.0,,,http://portal.helvex.com.mx/images/productos/6105-CO.jpg,,,,ST,MXN,
 ,6106-CO,GANCHO SENC OASIS CO, ,718.0,,,http://portal.helvex.com.mx/images/productos/6106-CO.jpg,,,,ST,MXN,
 ,6109-CO,TOALL ARGOLLA OASIS CO, ,1126.0,,,http://portal.helvex.com.mx/images/productos/6109-CO.jpg,,,,ST,MXN,
 ,6114-CO,PORTAPAPEL C CUBIERTA OASIS CO, ,1812.0,,,http://portal.helvex.com.mx/images/productos/6114-CO.jpg,,,,ST,MXN,
 ,632-H,REB HORIZ AIBR, ,1189.0,,,http://portal.helvex.com.mx/images/productos/632-H.jpg,,,,ST,MXN,
 ,8104-S/L,PORTAPAPEL TRAD ELEGANCE SL, ,1650.0,,,http://portal.helvex.com.mx/images/productos/8104-S/L.jpg,,,,ST,MXN,
 ,8105-S/L,TOALL BARRA ELEGANCE SL, ,2091.0,,,http://portal.helvex.com.mx/images/productos/8105-S/L.jpg,,,,ST,MXN,
 ,8106-S/L,GANCHO SENC ELEGANCE SL, ,779.0,,,http://portal.helvex.com.mx/images/productos/8106-S/L.jpg,,,,ST,MXN,
 ,8109-S/L,TOALL ARGOLLA ELEGANCE SL, ,1220.0,,,http://portal.helvex.com.mx/images/productos/8109-S/L.jpg,,,,ST,MXN,
 ,8114-S/L,PORTAPAPEL C CUBIERTA ELEGANCE SL, ,1965.0,,,http://portal.helvex.com.mx/images/productos/8114-S/L.jpg,,,,ST,MXN,
 ,8116-S/L,REPISA CRISTAL 45CM ELEGANCE SL, ,2245.0,,,http://portal.helvex.com.mx/images/productos/8116-S/L.jpg,,,,ST,MXN,
 ,8127-S/L,PORTAVASO CEP ELEGANCE SL, ,1574.0,,,http://portal.helvex.com.mx/images/productos/8127-S/L.jpg,,,,ST,MXN,
 ,8128-S/L,JAB SENC ELEGANCE SL, ,1574.0,,,http://portal.helvex.com.mx/images/productos/8128-S/L.jpg,,,,ST,MXN,
 ,8148-S/L,JAB DOSIF CRISTAL ELEGANCE SL, ,2007.0,,,http://portal.helvex.com.mx/images/productos/8148-S/L.jpg,,,,ST,MXN,
 ,9104-ND,PORTAPAPEL TRADICIONAL NUVA ND, ,1699.0,,,http://portal.helvex.com.mx/images/productos/9104-ND.jpg,,,,ST,MXN,
 ,9104-S,PORTAPAPEL TRAD NUVA S, ,1699.0,,,http://portal.helvex.com.mx/images/productos/9104-S.jpg,,,,ST,MXN,
 ,9105-45CM,TOALL BARRA 45CM NUVA CR, ,1742.0,,,http://portal.helvex.com.mx/images/productos/9105-45CM.jpg,,,,ST,MXN,
 ,9105-ND,TOALLERO DE BARRA NUVA ND, ,1919.0,,,http://portal.helvex.com.mx/images/productos/9105-ND.jpg,,,,ST,MXN,
 ,9105-S,TOALL BARRA NUVA S, ,1919.0,,,http://portal.helvex.com.mx/images/productos/9105-S.jpg,,,,ST,MXN,
 ,9105-SD,TOALL BARRA NUVA SD, ,2090.0,,,http://portal.helvex.com.mx/images/productos/9105-SD.jpg,,,,ST,MXN,
 ,9106-ND,GANCHO SENCILLO NUVA ND, ,755.0,,,http://portal.helvex.com.mx/images/productos/9106-ND.jpg,,,,ST,MXN,
 ,9106-S,GANCHO SENC NUVA S, ,755.0,,,http://portal.helvex.com.mx/images/productos/9106-S.jpg,,,,ST,MXN,
 ,9106-SD,GANCHO SENC NUVA SD, ,826.0,,,http://portal.helvex.com.mx/images/productos/9106-SD.jpg,,,,ST,MXN,
 ,9107-ND,VASO CEPILLERO CRISTAL NUVA ND, ,1551.0,,,http://portal.helvex.com.mx/images/productos/9107-ND.jpg,,,,ST,MXN,
 ,9107-S,VASO CEP CRISTAL NUVA S, ,1551.0,,,http://portal.helvex.com.mx/images/productos/9107-S.jpg,,,,ST,MXN,
 ,9108-ND,JABONERA SENCILLA CRISTAL NUVA ND, ,1494.0,,,http://portal.helvex.com.mx/images/productos/9108-ND.jpg,,,,ST,MXN,
 ,9108-S,JAB SENC CRISTAL NUVA S, ,1494.0,,,http://portal.helvex.com.mx/images/productos/9108-S.jpg,,,,ST,MXN,
 ,9109-IZQ,TOALL SENC NUVA CR, ,1096.0,,,http://portal.helvex.com.mx/images/productos/9109-IZQ.jpg,,,,ST,MXN,
 ,9109-ND,TOALLERO SENCILLO NUVA ND, ,1187.0,,,http://portal.helvex.com.mx/images/productos/9109-ND.jpg,,,,ST,MXN,
 ,9109-S,TOALL SENC NUVA S, ,1187.0,,,http://portal.helvex.com.mx/images/productos/9109-S.jpg,,,,ST,MXN,
 ,9117-ND,PORTAPAPEL SENCILLO NUVA ND, ,888.0,,,http://portal.helvex.com.mx/images/productos/9117-ND.jpg,,,,ST,MXN,
 ,9117-S,PORTAPAPEL SENC NUVA S, ,888.0,,,http://portal.helvex.com.mx/images/productos/9117-S.jpg,,,,ST,MXN,
 ,9124-ND,PORTATOALLAS MULTIPLE CTOALLERO ND, ,3115.0,,,http://portal.helvex.com.mx/images/productos/9124-ND.jpg,,,,ST,MXN,
 ,9124-S,PORTATOALL MULTIPLE CTOALL NUVA S, ,3115.0,,,http://portal.helvex.com.mx/images/productos/9124-S.jpg,,,,ST,MXN,
 ,9126-ND,REPISA CRISTAL NUVA 60CM ND, ,2666.0,,,http://portal.helvex.com.mx/images/productos/9126-ND.jpg,,,,ST,MXN,
 ,9126-S,REPISA CRISTAL 60CM NUVA S, ,2666.0,,,http://portal.helvex.com.mx/images/productos/9126-S.jpg,,,,ST,MXN,
 ,9128-ND,JABONERA SENCILLA NUVA ND, ,1494.0,,,http://portal.helvex.com.mx/images/productos/9128-ND.jpg,,,,ST,MXN,
 ,9128-S,JAB SENC NUVA S, ,1494.0,,,http://portal.helvex.com.mx/images/productos/9128-S.jpg,,,,ST,MXN,
 ,9148-ND,JABONERA CRISTAL DOSIFICADOR NUVA ND, ,1997.0,,,http://portal.helvex.com.mx/images/productos/9148-ND.jpg,,,,ST,MXN,
 ,9148-S,JAB DOSIF CRISTAL NUVA S, ,1997.0,,,http://portal.helvex.com.mx/images/productos/9148-S.jpg,,,,ST,MXN,
 ,AC-10,REG VALV CTRL CR, ,1336.0,,,http://portal.helvex.com.mx/images/productos/AC-10.jpg,,,,ST,MXN,
 ,AC-110,REG C BASE MURO CR, ,1494.0,,,http://portal.helvex.com.mx/images/productos/AC-110.jpg,,,,ST,MXN,
 ,AC-20,REG VALV CTRL CUAD ECOL CR, ,1699.0,,,http://portal.helvex.com.mx/images/productos/AC-20.jpg,,,,ST,MXN,
 ,AC-30,REG LIMPIEZA AUT SVALV CTRL CR, ,1222.0,,,http://portal.helvex.com.mx/images/productos/AC-30.jpg,,,,ST,MXN,
 ,AC-50,REG LIMPIEZA AUT SVALV CTRL CR, ,1173.0,,,http://portal.helvex.com.mx/images/productos/AC-50.jpg,,,,ST,MXN,
 ,AC-50-AAI,REG LIMPIEZA AUT ARSSEN AAI, ,1416.0,,,http://portal.helvex.com.mx/images/productos/AC-50-AAI.jpg,,,,ST,MXN,
 ,AC-51-AI,REG LIMPIEZA AUT SVALV CTRL AI, ,1649.0,,,http://portal.helvex.com.mx/images/productos/AC-51-AI.jpg,,,,ST,MXN,
 ,AC10-8,REG VALV CTRL ECOL 8L CR, ,1336.0,,,http://portal.helvex.com.mx/images/productos/AC10-8.jpg,,,,ST,MXN,
 ,AC110-8,REG LIMP AUT ANTIRR BASE MURO ECOL 8L CR, ,1494.0,,,http://portal.helvex.com.mx/images/productos/AC110-8.jpg,,,,ST,MXN,
 ,AC20-8,REG VALV CTRL CUAD ECOL 8L CR, ,1699.0,,,http://portal.helvex.com.mx/images/productos/AC20-8.jpg,,,,ST,MXN,
 ,AC30-8,REG LIMPIEZA AUT SVALV CTRL 8L CR, ,1222.0,,,http://portal.helvex.com.mx/images/productos/AC30-8.jpg,,,,ST,MXN,
 ,AC50-8,REG LIMPIEZA AUT SVALV CTRL 8L CR, ,1173.0,,,http://portal.helvex.com.mx/images/productos/AC50-8.jpg,,,,ST,MXN,
 ,B-062-S,BARRA SEG ANG CCHAP HOCKEY 810X350DER AI, ,1958.0,,,http://portal.helvex.com.mx/images/productos/B-062-S.jpg,,,,ST,MXN,
 ,B-064-S,BARRA SEG ANG CCHAP HOCKEY 810X350IZQ AI, ,1958.0,,,http://portal.helvex.com.mx/images/productos/B-064-S.jpg,,,,ST,MXN,
 ,B-066,BARRA SEG ANG CCHAP BOOMERA 305X305 AIBR, ,1714.0,,,http://portal.helvex.com.mx/images/productos/B-066.jpg,,,,ST,MXN,
 ,B-066-S,BARRA SEG ANG CCHAP BOOMERANG 305X305 AI, ,1466.0,,,http://portal.helvex.com.mx/images/productos/B-066-S.jpg,,,,ST,MXN,
 ,B-1050-S,BARRA SEG RECT 1050MM CCHAP AI, ,1301.0,,,http://portal.helvex.com.mx/images/productos/B-1050-S.jpg,,,,ST,MXN,
 ,B-30,BOCINA BLUETOOTH ALUMINIO, ,1099.0,,,http://portal.helvex.com.mx/images/productos/B-30.jpg,,,,ST,MXN,
 ,B-305,BARRA SEG RECT 305MM CCHAP AIBR, ,1006.0,,,http://portal.helvex.com.mx/images/productos/B-305.jpg,,,,ST,MXN,
 ,B-305-CO,BARRA SEG RECT 305MM CCHAP CO, ,944.0,,,http://portal.helvex.com.mx/images/productos/B-305-CO.jpg,,,,ST,MXN,
 ,B-305-S,BARRA SEG RECT 305MM CCHAP AI, ,861.0,,,http://portal.helvex.com.mx/images/productos/B-305-S.jpg,,,,ST,MXN,
 ,B-470,BARRA SEG RECT 470MM CCHAP AIBR, ,1006.0,,,http://portal.helvex.com.mx/images/productos/B-470.jpg,,,,ST,MXN,
 ,B-470-S,BARRA SEG RECT 470MM CCHAP AI, ,861.0,,,http://portal.helvex.com.mx/images/productos/B-470-S.jpg,,,,ST,MXN,
 ,B-610,BARRA SEG RECT 610MM CCHAP AIBR, ,1454.0,,,http://portal.helvex.com.mx/images/productos/B-610.jpg,,,,ST,MXN,
 ,B-610-S,BARRA SEG RECT 610MM CCHAP AI, ,912.0,,,http://portal.helvex.com.mx/images/productos/B-610-S.jpg,,,,ST,MXN,
 ,B-700,BARRA SEG RECT 700MM CCHAP AIBR, ,1094.0,,,http://portal.helvex.com.mx/images/productos/B-700.jpg,,,,ST,MXN,
 ,B-700-S,BARRA SEG RECT 700MM CCHAP AI, ,936.0,,,http://portal.helvex.com.mx/images/productos/B-700-S.jpg,,,,ST,MXN,
 ,B-900,BARRA SEG RECT 900MM CCHAP AIBR, ,1323.0,,,http://portal.helvex.com.mx/images/productos/B-900.jpg,,,,ST,MXN,
 ,B-900-S,BARRA SEG RECT 900MM CCHAP AI, ,1117.0,,,http://portal.helvex.com.mx/images/productos/B-900-S.jpg,,,,ST,MXN,
 ,BM-30-CR/AI,BOCINA MAGNÉTICA CR CON 2 SOPORTES AI., ,2003.0,,,http://portal.helvex.com.mx/images/productos/BM-30-CR/AI.jpg,,,,ST,MXN,
 ,C-12,MAN GDE TRITON CR, ,640.0,,,http://portal.helvex.com.mx/images/productos/C-12.jpg,,,,ST,MXN,
